,Player Hand,Player Cards,Dealer Hands,Dealer Cards,Bankroll
0,"[14, 25, 18, 17, 17, 16, 20, 16]","[[5, 5, 4], [5, 5, 6, 9], [10, 3, 2, 3], [10, 7], [7, 10], [6, 10], [7, 2, 5, 6], [10, 6]]","[17, 21, 19, 25, 24, 17, 18, 21]","[[3, 4, 10], [10, 11], [11, 8], [10, 5, 10], [6, 8, 10], [10, 7], [10, 8], [3, 6, 2, 3, 7]]","[400, 300, 200, 300, 400, 200, 300, 200]"
s
